t	V	n	m	h
39.7293	-60.3613	0.36267	0.0900129	0.433293
39.7393	-60.3614	0.362671	0.0900121	0.43329
39.7493	-60.3615	0.362671	0.0900113	0.433286
39.7593	-60.3616	0.362671	0.0900104	0.433283
39.7693	-60.3616	0.362671	0.0900096	0.43328
39.7793	-60.3617	0.362671	0.0900088	0.433277
39.7893	-60.3618	0.362671	0.090008	0.433273
39.7993	-60.3619	0.362671	0.0900071	0.43327
39.8093	-60.362	0.362672	0.0900063	0.433267
39.8193	-60.3621	0.362672	0.0900055	0.433264
39.8293	-60.3621	0.362672	0.0900047	0.43326
39.8393	-60.3622	0.362672	0.0900038	0.433257
39.8493	-60.3623	0.362672	0.090003	0.433254
39.8593	-60.3624	0.362672	0.0900022	0.433251
39.8693	-60.3625	0.362672	0.0900014	0.433248
39.8793	-60.3625	0.362672	0.0900006	0.433244
39.8893	-60.3626	0.362673	0.0899997	0.433241
39.8993	-60.3627	0.362673	0.0899989	0.433238
39.9093	-60.3628	0.362673	0.0899981	0.433235
39.9193	-60.3629	0.362673	0.0899973	0.433232
39.9293	-60.3629	0.362673	0.0899965	0.433229
39.9393	-60.363	0.362673	0.0899957	0.433225
39.9493	-60.3631	0.362673	0.0899948	0.433222
39.9593	-60.3632	0.362673	0.089994	0.433219
39.9693	-60.3633	0.362673	0.0899932	0.433216
39.9793	-60.3633	0.362673	0.0899924	0.433213
39.9893	-60.3634	0.362673	0.0899916	0.43321
39.9993	-60.3635	0.362674	0.0899908	0.433207
40.0093	-60.4636	0.362674	0.08999	0.433204
40.0193	-60.5627	0.362671	0.0899554	0.433205
40.0293	-60.661	0.362664	0.0898885	0.433211
40.0393	-60.7585	0.362655	0.0897907	0.433221
40.0493	-60.855	0.362643	0.0896635	0.433236
40.0593	-60.9508	0.362628	0.0895082	0.433255
40.0693	-61.0457	0.362609	0.089326	0.433278
40.0793	-61.1399	0.362588	0.0891183	0.433305
40.0893	-61.2332	0.362564	0.0888863	0.433336
40.0993	-61.3258	0.362537	0.0886311	0.433372
40.1093	-61.4177	0.362508	0.088354	0.433411
40.1193	-61.5088	0.362475	0.0880561	0.433454
40.1293	-61.5992	0.36244	0.0877383	0.433502
40.1393	-61.6889	0.362402	0.0874019	0.433553
40.1493	-61.7778	0.362362	0.0870477	0.433608
40.1593	-61.8661	0.362319	0.0866768	0.433666
40.1693	-61.9537	0.362273	0.0862902	0.433729
40.1793	-62.0407	0.362225	0.0858886	0.433795
40.1893	-62.127	0.362174	0.0854731	0.433865
40.1993	-62.2126	0.362121	0.0850445	0.433938
40.2093	-62.2976	0.362065	0.0846035	0.434015
40.2193	-62.3819	0.362007	0.0841511	0.434095
40.2293	-62.4656	0.361947	0.0836879	0.434179
40.2393	-62.5487	0.361884	0.0832147	0.434266
40.2493	-62.6312	0.361819	0.0827323	0.434357
40.2593	-62.713	0.361751	0.0822412	0.434451
40.2692	-62.7943	0.361682	0.0817423	0.434548
40.2792	-62.875	0.36161	0.0812361	0.434648
40.2892	-62.955	0.361535	0.0807232	0.434752
40.2992	-63.0345	0.361459	0.0802043	0.434859
40.3092	-63.1133	0.361381	0.0796799	0.434969
40.3192	-63.1916	0.3613	0.0791505	0.435082
40.3292	-63.2693	0.361217	0.0786168	0.435199
40.3392	-63.3465	0.361132	0.0780791	0.435318
40.3492	-63.423	0.361045	0.0775381	0.43544
40.3592	-63.499	0.360956	0.0769941	0.435566
40.3692	-63.5744	0.360865	0.0764476	0.435694
40.3792	-63.6492	0.360772	0.075899	0.435825
40.3892	-63.7235	0.360677	0.0753489	0.43596
40.3992	-63.7972	0.360581	0.0747974	0.436097
40.4092	-63.8704	0.360482	0.0742452	0.436236
40.4192	-63.943	0.360381	0.0736924	0.436379
40.4292	-64.015	0.360279	0.0731395	0.436524
40.4392	-64.0865	0.360174	0.0725867	0.436673
40.4492	-64.1575	0.360068	0.0720345	0.436823
40.4592	-64.2278	0.35996	0.0714831	0.436977
40.4692	-64.2977	0.359851	0.0709327	0.437133
40.4792	-64.367	0.359739	0.0703838	0.437292
40.4892	-64.4357	0.359626	0.0698364	0.437453
40.4992	-64.5039	0.359512	0.069291	0.437617
40.5092	-64.5716	0.359395	0.0687477	0.437784
40.5192	-64.6387	0.359277	0.0682067	0.437953
40.5292	-64.7053	0.359157	0.0676682	0.438124
40.5392	-64.7713	0.359036	0.0671326	0.438298
40.5492	-64.8368	0.358913	0.0665998	0.438474
40.5592	-64.9018	0.358788	0.0660702	0.438653
40.5692	-64.9662	0.358662	0.0655439	0.438834
40.5792	-65.0301	0.358535	0.065021	0.439017
40.5892	-65.0935	0.358406	0.0645018	0.439203
40.5992	-65.1563	0.358275	0.0639863	0.439391
40.6092	-65.2187	0.358143	0.0634746	0.439581
40.6192	-65.2805	0.35801	0.062967	0.439773
40.6292	-65.3418	0.357875	0.0624634	0.439968
40.6392	-65.4025	0.357739	0.0619641	0.440165
40.6492	-65.4628	0.357601	0.0614691	0.440364
40.6592	-65.5225	0.357462	0.0609785	0.440565
40.6692	-65.5817	0.357322	0.0604924	0.440768
40.6792	-65.6404	0.357181	0.0600108	0.440973
40.6892	-65.6986	0.357038	0.0595339	0.441181
40.6992	-65.7563	0.356893	0.0590616	0.44139
40.7092	-65.8135	0.356748	0.0585942	0.441601
40.7192	-65.8702	0.356601	0.0581315	0.441815
40.7292	-65.9263	0.356453	0.0576736	0.44203
40.7392	-65.982	0.356304	0.0572207	0.442247
40.7492	-66.0372	0.356154	0.0567727	0.442466
40.7592	-66.0919	0.356003	0.0563296	0.442687
40.7692	-66.1461	0.35585	0.0558915	0.44291
40.7792	-66.1998	0.355696	0.0554584	0.443135
40.7892	-66.253	0.355541	0.0550303	0.443361
40.7992	-66.3057	0.355386	0.0546072	0.44359
40.8092	-66.358	0.355229	0.0541891	0.44382
40.8192	-66.4098	0.35507	0.0537761	0.444051
40.8292	-66.4611	0.354911	0.0533681	0.444285
40.8392	-66.5119	0.354751	0.0529651	0.44452
40.8492	-66.5623	0.35459	0.0525672	0.444757
40.8591	-66.6122	0.354428	0.0521742	0.444996
40.8691	-66.6616	0.354265	0.0517862	0.445236
40.8791	-66.7105	0.354101	0.0514033	0.445478
40.8891	-66.759	0.353935	0.0510252	0.445721
40.8991	-66.8071	0.353769	0.0506522	0.445966
40.9091	-66.8547	0.353603	0.050284	0.446213
40.9191	-66.9018	0.353435	0.0499207	0.446461
40.9291	-66.9485	0.353266	0.0495623	0.44671
40.9391	-66.9947	0.353096	0.0492087	0.446962
40.9491	-67.0405	0.352926	0.0488599	0.447214
40.9591	-67.0859	0.352755	0.0485159	0.447468
40.9691	-67.1308	0.352583	0.0481765	0.447724
40.9791	-67.1753	0.35241	0.0478419	0.44798
40.9891	-67.2193	0.352236	0.047512	0.448239
40.9991	-67.263	0.352061	0.0471866	0.448498
41.0091	-67.3062	0.351886	0.0468659	0.448759
41.0191	-67.349	0.35171	0.0465496	0.449022
41.0291	-67.3913	0.351533	0.0462378	0.449286
41.0391	-67.4333	0.351356	0.0459305	0.449551
41.0491	-67.4748	0.351178	0.0456276	0.449817
41.0591	-67.5159	0.350999	0.0453291	0.450084
41.0691	-67.5566	0.350819	0.0450348	0.450353
41.0791	-67.597	0.350639	0.0447448	0.450623
41.0891	-67.6369	0.350458	0.044459	0.450894
41.0991	-67.6764	0.350276	0.0441774	0.451167
41.1091	-67.7155	0.350094	0.0438999	0.451441
41.1191	-67.7542	0.349911	0.0436265	0.451715
41.1291	-67.7926	0.349727	0.0433571	0.451991
41.1391	-67.8305	0.349543	0.0430917	0.452268
41.1491	-67.8681	0.349358	0.0428302	0.452546
41.1591	-67.9053	0.349173	0.0425726	0.452826
41.1691	-67.9421	0.348987	0.0423188	0.453106
41.1791	-67.9785	0.348801	0.0420688	0.453388
41.1891	-68.0146	0.348614	0.0418225	0.45367
41.1991	-68.0503	0.348426	0.0415799	0.453954
41.2091	-68.0856	0.348238	0.0413409	0.454238
41.2191	-68.1206	0.34805	0.0411055	0.454524
41.2291	-68.1552	0.347861	0.0408736	0.45481
41.2391	-68.1895	0.347671	0.0406452	0.455097
41.2491	-68.2234	0.347481	0.0404202	0.455386
41.2591	-68.2569	0.347291	0.0401987	0.455675
41.2691	-68.2901	0.3471	0.0399804	0.455966
41.2791	-68.323	0.346908	0.0397655	0.456257
41.2891	-68.3555	0.346716	0.0395538	0.456549
41.2991	-68.3877	0.346524	0.0393453	0.456842
41.3091	-68.4196	0.346331	0.0391399	0.457136
41.3191	-68.4511	0.346138	0.0389377	0.45743
41.3291	-68.4823	0.345945	0.0387385	0.457726
41.3391	-68.5131	0.345751	0.0385423	0.458022
41.3491	-68.5437	0.345556	0.038349	0.45832
41.3591	-68.5739	0.345362	0.0381587	0.458618
41.3691	-68.6038	0.345167	0.0379713	0.458916
41.3791	-68.6334	0.344971	0.0377867	0.459216
41.3891	-68.6626	0.344776	0.0376049	0.459516
41.3991	-68.6916	0.34458	0.0374259	0.459817
41.4091	-68.7203	0.344383	0.0372495	0.460119
41.4191	-68.7486	0.344186	0.0370759	0.460422
41.4291	-68.7766	0.343989	0.0369048	0.460725
41.4391	-68.8044	0.343792	0.0367363	0.461029
41.4491	-68.8318	0.343595	0.0365704	0.461333
41.459	-68.859	0.343397	0.036407	0.461638
41.469	-68.8859	0.343198	0.036246	0.461944
41.479	-68.9124	0.343	0.0360875	0.462251
41.489	-68.9387	0.342801	0.0359313	0.462558
41.499	-68.9647	0.342602	0.0357775	0.462866
41.509	-68.9904	0.342403	0.035626	0.463174
41.519	-69.0159	0.342204	0.0354768	0.463483
41.529	-69.0411	0.342004	0.0353299	0.463793
41.539	-69.066	0.341804	0.0351851	0.464103
41.549	-69.0906	0.341604	0.0350425	0.464414
41.559	-69.1149	0.341404	0.034902	0.464725
41.569	-69.139	0.341203	0.0347637	0.465037
41.579	-69.1629	0.341002	0.0346274	0.46535
41.589	-69.1864	0.340801	0.0344931	0.465663
41.599	-69.2097	0.3406	0.0343609	0.465976
41.609	-69.2328	0.340399	0.0342306	0.46629
41.619	-69.2556	0.340198	0.0341022	0.466604
41.629	-69.2781	0.339996	0.0339758	0.466919
41.639	-69.3004	0.339794	0.0338513	0.467235
41.649	-69.3225	0.339592	0.0337285	0.46755
41.659	-69.3443	0.33939	0.0336077	0.467867
41.669	-69.3658	0.339188	0.0334886	0.468183
41.679	-69.3871	0.338986	0.0333712	0.468501
41.689	-69.4082	0.338784	0.0332556	0.468818
41.699	-69.4291	0.338581	0.0331417	0.469136
41.709	-69.4497	0.338379	0.0330295	0.469454
41.719	-69.4701	0.338176	0.032919	0.469773
41.729	-69.4902	0.337973	0.0328101	0.470092
41.739	-69.5101	0.33777	0.0327027	0.470412
41.749	-69.5298	0.337567	0.032597	0.470732
41.759	-69.5493	0.337364	0.0324928	0.471052
41.769	-69.5686	0.337161	0.0323901	0.471373
41.779	-69.5876	0.336958	0.0322889	0.471694
41.789	-69.6064	0.336754	0.0321892	0.472015
41.799	-69.625	0.336551	0.032091	0.472336
41.809	-69.6434	0.336348	0.0319942	0.472658
41.819	-69.6616	0.336144	0.0318988	0.47298
41.829	-69.6795	0.335941	0.0318048	0.473303
41.839	-69.6973	0.335737	0.0317122	0.473626
41.849	-69.7149	0.335534	0.0316209	0.473949
41.859	-69.7322	0.33533	0.031531	0.474272
41.869	-69.7494	0.335127	0.0314423	0.474596
41.879	-69.7663	0.334923	0.031355	0.474919
41.889	-69.7831	0.334719	0.0312689	0.475244
41.899	-69.7996	0.334516	0.031184	0.475568
41.909	-69.816	0.334312	0.0311004	0.475892
41.919	-69.8322	0.334109	0.031018	0.476217
41.929	-69.8482	0.333905	0.0309367	0.476542
41.939	-69.8639	0.333701	0.0308567	0.476867
41.949	-69.8796	0.333498	0.0307778	0.477193
41.959	-69.895	0.333294	0.0307	0.477518
41.969	-69.9102	0.333091	0.0306234	0.477844
41.979	-69.9253	0.332887	0.0305478	0.47817
41.989	-69.9402	0.332684	0.0304734	0.478496
41.999	-69.9549	0.332481	0.0304	0.478822
42.009	-69.9694	0.332277	0.0303277	0.479149
42.019	-69.9837	0.332074	0.0302564	0.479475
42.029	-69.9979	0.331871	0.0301861	0.479802
42.039	-70.0119	0.331667	0.0301168	0.480129
42.049	-70.0258	0.331464	0.0300486	0.480456
42.0589	-70.0394	0.331261	0.0299813	0.480783
42.0689	-70.0529	0.331058	0.029915	0.48111
42.0789	-70.0663	0.330855	0.0298496	0.481437
42.0889	-70.0794	0.330652	0.0297852	0.481765
42.0989	-70.0925	0.33045	0.0297216	0.482092
42.1089	-70.1053	0.330247	0.029659	0.48242
42.1189	-70.118	0.330044	0.0295973	0.482748
42.1289	-70.1305	0.329842	0.0295365	0.483075
42.1389	-70.1429	0.329639	0.0294765	0.483403
42.1489	-70.1551	0.329437	0.0294174	0.483731
42.1589	-70.1672	0.329235	0.0293592	0.484059
42.1689	-70.1791	0.329033	0.0293018	0.484387
42.1789	-70.1909	0.328831	0.0292452	0.484715
42.1889	-70.2025	0.328629	0.0291894	0.485043
42.1989	-70.214	0.328427	0.0291344	0.485372
42.2089	-70.2253	0.328225	0.0290802	0.4857
42.2189	-70.2365	0.328024	0.0290268	0.486028
42.2289	-70.2475	0.327822	0.0289741	0.486356
42.2389	-70.2584	0.327621	0.0289222	0.486684
42.2489	-70.2692	0.32742	0.0288711	0.487013
42.2589	-70.2798	0.327219	0.0288206	0.487341
42.2689	-70.2903	0.327018	0.028771	0.487669
42.2789	-70.3006	0.326817	0.028722	0.487997
42.2889	-70.3108	0.326617	0.0286737	0.488326
42.2989	-70.3209	0.326416	0.0286261	0.488654
42.3089	-70.3308	0.326216	0.0285792	0.488982
42.3189	-70.3406	0.326016	0.028533	0.48931
42.3289	-70.3503	0.325816	0.0284874	0.489638
42.3389	-70.3598	0.325616	0.0284425	0.489967
42.3489	-70.3693	0.325416	0.0283983	0.490295
42.3589	-70.3785	0.325217	0.0283547	0.490623
42.3689	-70.3877	0.325017	0.0283117	0.490951
42.3789	-70.3968	0.324818	0.0282693	0.491278
42.3889	-70.4057	0.324619	0.0282276	0.491606
42.3989	-70.4145	0.32442	0.0281865	0.491934
42.4089	-70.4231	0.324222	0.0281459	0.492262
42.4189	-70.4317	0.324023	0.028106	0.49259
42.4289	-70.4401	0.323825	0.0280666	0.492917
42.4389	-70.4485	0.323627	0.0280279	0.493245
42.4489	-70.4567	0.323429	0.0279897	0.493572
42.4589	-70.4647	0.323231	0.027952	0.493899
42.4689	-70.4727	0.323034	0.0279149	0.494226
42.4789	-70.4806	0.322836	0.0278784	0.494554
42.4889	-70.4883	0.322639	0.0278423	0.49488
42.4989	-70.496	0.322442	0.0278069	0.495207
42.5089	-70.5035	0.322245	0.0277719	0.495534
42.5189	-70.5109	0.322049	0.0277375	0.495861
42.5289	-70.5182	0.321852	0.0277036	0.496187
42.5389	-70.5254	0.321656	0.0276701	0.496514
42.5489	-70.5325	0.32146	0.0276372	0.49684
42.5589	-70.5395	0.321264	0.0276048	0.497166
42.5689	-70.5464	0.321069	0.0275729	0.497492
42.5789	-70.5532	0.320874	0.0275414	0.497818
42.5889	-70.5598	0.320679	0.0275104	0.498144
42.5989	-70.5664	0.320484	0.0274799	0.49847
42.6089	-70.5729	0.320289	0.0274499	0.498795
42.6189	-70.5793	0.320094	0.0274203	0.49912
42.6289	-70.5856	0.3199	0.0273912	0.499445
42.6389	-70.5917	0.319706	0.0273625	0.49977
42.6488	-70.5978	0.319512	0.0273342	0.500095
42.6588	-70.6038	0.319319	0.0273064	0.50042
42.6688	-70.6097	0.319126	0.027279	0.500744
42.6788	-70.6155	0.318933	0.0272521	0.501069
42.6888	-70.6212	0.31874	0.0272255	0.501393
42.6988	-70.6268	0.318547	0.0271994	0.501717
42.7088	-70.6324	0.318355	0.0271737	0.502041
42.7188	-70.6378	0.318163	0.0271484	0.502364
42.7288	-70.6432	0.317971	0.0271235	0.502687
42.7388	-70.6484	0.317779	0.027099	0.503011
42.7488	-70.6536	0.317588	0.0270748	0.503334
42.7588	-70.6587	0.317396	0.0270511	0.503656
42.7688	-70.6637	0.317206	0.0270278	0.503979
42.7788	-70.6686	0.317015	0.0270048	0.504301
42.7888	-70.6734	0.316824	0.0269822	0.504623
42.7988	-70.6781	0.316634	0.0269599	0.504945
42.8088	-70.6828	0.316444	0.0269381	0.505267
42.8188	-70.6873	0.316255	0.0269166	0.505589
42.8288	-70.6918	0.316065	0.0268954	0.50591
42.8388	-70.6963	0.315876	0.0268746	0.506231
42.8488	-70.7006	0.315687	0.0268541	0.506552
42.8588	-70.7048	0.315499	0.026834	0.506872
42.8688	-70.709	0.31531	0.0268142	0.507193
42.8788	-70.7131	0.315122	0.0267948	0.507513
42.8888	-70.7171	0.314934	0.0267757	0.507833
42.8988	-70.7211	0.314747	0.0267569	0.508153
42.9088	-70.7249	0.31456	0.0267385	0.508472
42.9188	-70.7287	0.314373	0.0267203	0.508791
42.9288	-70.7324	0.314186	0.0267025	0.50911
42.9388	-70.7361	0.313999	0.026685	0.509429
42.9488	-70.7396	0.313813	0.0266678	0.509747
42.9588	-70.7431	0.313627	0.0266509	0.510065
42.9688	-70.7466	0.313441	0.0266343	0.510383
42.9788	-70.7499	0.313256	0.0266181	0.510701
42.9888	-70.7532	0.313071	0.0266021	0.511018
42.9988	-70.7564	0.312886	0.0265864	0.511336
43.0088	-70.7595	0.312702	0.026571	0.511652
43.0188	-70.7626	0.312517	0.0265559	0.511969
43.0288	-70.7656	0.312333	0.026541	0.512285
43.0388	-70.7686	0.312149	0.0265265	0.512601
43.0488	-70.7714	0.311966	0.0265122	0.512917
43.0588	-70.7742	0.311783	0.0264982	0.513233
43.0688	-70.777	0.3116	0.0264845	0.513548
43.0788	-70.7796	0.311417	0.026471	0.513863
43.0888	-70.7823	0.311235	0.0264578	0.514178
43.0988	-70.7848	0.311053	0.0264449	0.514492
43.1088	-70.7873	0.310871	0.0264322	0.514806
43.1188	-70.7897	0.31069	0.0264198	0.51512
43.1288	-70.7921	0.310509	0.0264076	0.515434
43.1388	-70.7944	0.310328	0.0263957	0.515747
43.1488	-70.7966	0.310147	0.026384	0.51606
43.1588	-70.7988	0.309967	0.0263726	0.516372
43.1688	-70.8009	0.309787	0.0263614	0.516685
43.1788	-70.8029	0.309607	0.0263505	0.516997
43.1888	-70.8049	0.309428	0.0263398	0.517308
43.1988	-70.8069	0.309249	0.0263293	0.51762
43.2088	-70.8088	0.30907	0.0263191	0.517931
43.2188	-70.8106	0.308892	0.0263091	0.518242
43.2288	-70.8124	0.308713	0.0262994	0.518552
43.2388	-70.8141	0.308535	0.0262898	0.518863
43.2487	-70.8157	0.308358	0.0262805	0.519172
43.2587	-70.8173	0.308181	0.0262714	0.519482
43.2687	-70.8189	0.308004	0.0262625	0.519791
43.2787	-70.8204	0.307827	0.0262539	0.5201
43.2887	-70.8218	0.30765	0.0262454	0.520409
43.2987	-70.8232	0.307474	0.0262372	0.520717
43.3087	-70.8245	0.307299	0.0262292	0.521025
43.3187	-70.8258	0.307123	0.0262214	0.521333
43.3287	-70.8271	0.306948	0.0262138	0.52164
43.3387	-70.8282	0.306773	0.0262064	0.521947
43.3487	-70.8294	0.306598	0.0261992	0.522254
43.3587	-70.8305	0.306424	0.0261922	0.52256
43.3687	-70.8315	0.30625	0.0261854	0.522866
43.3787	-70.8325	0.306076	0.0261788	0.523172
43.3887	-70.8334	0.305903	0.0261724	0.523477
43.3987	-70.8343	0.30573	0.0261661	0.523782
43.4087	-70.8351	0.305557	0.0261601	0.524087
43.4187	-70.8359	0.305385	0.0261543	0.524391
43.4287	-70.8366	0.305213	0.0261486	0.524695
43.4387	-70.8373	0.305041	0.0261431	0.524999
43.4487	-70.838	0.30487	0.0261379	0.525302
43.4587	-70.8386	0.304698	0.0261328	0.525605
43.4687	-70.8391	0.304527	0.0261278	0.525908
43.4787	-70.8397	0.304357	0.0261231	0.52621
43.4887	-70.8401	0.304187	0.0261185	0.526512
43.4987	-70.8406	0.304017	0.0261141	0.526814
43.5087	-70.8409	0.303847	0.0261099	0.527115
43.5187	-70.8413	0.303678	0.0261058	0.527416
43.5287	-70.8416	0.303509	0.0261019	0.527717
43.5387	-70.8418	0.30334	0.0260982	0.528017
43.5487	-70.842	0.303172	0.0260946	0.528317
43.5587	-70.8422	0.303004	0.0260912	0.528616
43.5687	-70.8423	0.302836	0.026088	0.528915
43.5787	-70.8424	0.302669	0.0260849	0.529214
43.5887	-70.8425	0.302501	0.026082	0.529513
43.5987	-70.8425	0.302335	0.0260792	0.529811
43.6087	-70.8424	0.302168	0.0260766	0.530108
43.6187	-70.8424	0.302002	0.0260742	0.530406
43.6287	-70.8422	0.301836	0.0260719	0.530703
43.6387	-70.8421	0.301671	0.0260697	0.530999
43.6487	-70.8419	0.301506	0.0260677	0.531296
43.6587	-70.8417	0.301341	0.0260659	0.531592
43.6687	-70.8414	0.301176	0.0260642	0.531887
43.6787	-70.8411	0.301012	0.0260626	0.532182
43.6887	-70.8408	0.300848	0.0260612	0.532477
43.6987	-70.8404	0.300684	0.02606	0.532771
43.7087	-70.84	0.300521	0.0260588	0.533065
43.7187	-70.8395	0.300358	0.0260579	0.533359
43.7287	-70.8391	0.300196	0.026057	0.533652
43.7387	-70.8385	0.300033	0.0260563	0.533945
43.7487	-70.838	0.299871	0.0260557	0.534238
43.7587	-70.8374	0.29971	0.0260553	0.53453
43.7687	-70.8368	0.299548	0.026055	0.534822
43.7787	-70.8361	0.299387	0.0260548	0.535114
43.7887	-70.8354	0.299226	0.0260548	0.535405
43.7987	-70.8347	0.299066	0.0260548	0.535695
43.8087	-70.8339	0.298906	0.0260551	0.535986
43.8187	-70.8332	0.298746	0.0260554	0.536276
43.8287	-70.8323	0.298587	0.0260559	0.536565
43.8386	-70.8315	0.298428	0.0260565	0.536854
43.8486	-70.8306	0.298269	0.0260572	0.537143
43.8586	-70.8297	0.298111	0.026058	0.537431
43.8686	-70.8287	0.297952	0.026059	0.53772
43.8786	-70.8278	0.297795	0.0260601	0.538007
43.8886	-70.8267	0.297637	0.0260613	0.538294
43.8986	-70.8257	0.29748	0.0260626	0.538581
43.9086	-70.8246	0.297323	0.026064	0.538868
43.9186	-70.8235	0.297167	0.0260656	0.539154
43.9286	-70.8224	0.29701	0.0260672	0.53944
43.9386	-70.8213	0.296855	0.026069	0.539725
43.9486	-70.8201	0.296699	0.0260709	0.54001
43.9586	-70.8188	0.296544	0.0260729	0.540295
43.9686	-70.8176	0.296389	0.026075	0.540579
43.9786	-70.8163	0.296234	0.0260772	0.540863
43.9886	-70.815	0.29608	0.0260796	0.541146
43.9986	-70.8137	0.295926	0.026082	0.541429
44.0086	-70.8123	0.295772	0.0260845	0.541712
44.0186	-70.811	0.295619	0.0260872	0.541994
44.0286	-70.8096	0.295466	0.02609	0.542276
44.0386	-70.8081	0.295314	0.0260928	0.542557
44.0486	-70.8067	0.295161	0.0260958	0.542839
44.0586	-70.8052	0.295009	0.0260988	0.543119
44.0686	-70.8037	0.294858	0.026102	0.5434
44.0786	-70.8021	0.294706	0.0261053	0.543679
44.0886	-70.8006	0.294555	0.0261086	0.543959
44.0986	-70.799	0.294405	0.0261121	0.544238
44.1086	-70.7974	0.294254	0.0261157	0.544517
44.1186	-70.7957	0.294104	0.0261193	0.544795
44.1286	-70.7941	0.293954	0.0261231	0.545073
44.1386	-70.7924	0.293805	0.0261269	0.545351
44.1486	-70.7907	0.293656	0.0261308	0.545628
44.1586	-70.7889	0.293507	0.0261349	0.545905
44.1686	-70.7872	0.293359	0.026139	0.546181
44.1786	-70.7854	0.293211	0.0261432	0.546457
44.1886	-70.7836	0.293063	0.0261475	0.546733
44.1986	-70.7818	0.292915	0.0261519	0.547008
44.2086	-70.7799	0.292768	0.0261564	0.547283
44.2186	-70.7781	0.292621	0.0261609	0.547557
44.2286	-70.7762	0.292475	0.0261656	0.547831
44.2386	-70.7742	0.292329	0.0261703	0.548104
44.2486	-70.7723	0.292183	0.0261752	0.548378
44.2586	-70.7703	0.292037	0.0261801	0.54865
44.2686	-70.7684	0.291892	0.0261851	0.548923
44.2786	-70.7664	0.291747	0.0261902	0.549195
44.2886	-70.7644	0.291603	0.0261953	0.549466
44.2986	-70.7623	0.291458	0.0262006	0.549738
44.3086	-70.7602	0.291315	0.0262059	0.550008
44.3186	-70.7582	0.291171	0.0262113	0.550279
44.3286	-70.7561	0.291028	0.0262168	0.550549
44.3386	-70.7539	0.290885	0.0262223	0.550818
44.3486	-70.7518	0.290742	0.026228	0.551088
44.3586	-70.7496	0.2906	0.0262337	0.551356
44.3686	-70.7475	0.290458	0.0262395	0.551625
44.3786	-70.7453	0.290316	0.0262454	0.551893
44.3886	-70.743	0.290175	0.0262513	0.55216
44.3986	-70.7408	0.290034	0.0262573	0.552428
44.4086	-70.7386	0.289893	0.0262634	0.552694
44.4186	-70.7363	0.289753	0.0262696	0.552961
44.4286	-70.734	0.289613	0.0262758	0.553227
44.4385	-70.7317	0.289473	0.0262821	0.553492
44.4485	-70.7294	0.289333	0.0262885	0.553757
44.4585	-70.727	0.289194	0.026295	0.554022
44.4685	-70.7247	0.289056	0.0263015	0.554287
44.4785	-70.7223	0.288917	0.0263081	0.554551
44.4885	-70.7199	0.288779	0.0263147	0.554814
44.4985	-70.7175	0.288641	0.0263215	0.555077
44.5085	-70.715	0.288504	0.0263283	0.55534
44.5185	-70.7126	0.288366	0.0263351	0.555602
44.5285	-70.7101	0.288229	0.0263421	0.555864
44.5385	-70.7077	0.288093	0.0263491	0.556126
44.5485	-70.7052	0.287957	0.0263561	0.556387
44.5585	-70.7027	0.287821	0.0263632	0.556648
44.5685	-70.7001	0.287685	0.0263704	0.556908
44.5785	-70.6976	0.28755	0.0263777	0.557168
44.5885	-70.695	0.287415	0.026385	0.557428
44.5985	-70.6925	0.28728	0.0263924	0.557687
44.6085	-70.6899	0.287146	0.0263998	0.557945
44.6185	-70.6873	0.287012	0.0264073	0.558204
44.6285	-70.6847	0.286878	0.0264149	0.558462
44.6385	-70.682	0.286745	0.0264225	0.558719
44.6485	-70.6794	0.286612	0.0264302	0.558976
44.6585	-70.6767	0.286479	0.0264379	0.559233
44.6685	-70.6741	0.286346	0.0264457	0.559489
44.6785	-70.6714	0.286214	0.0264535	0.559745
44.6885	-70.6687	0.286082	0.0264615	0.560001
44.6985	-70.666	0.285951	0.0264694	0.560256
44.7085	-70.6632	0.28582	0.0264774	0.560511
44.7185	-70.6605	0.285689	0.0264855	0.560765
44.7285	-70.6577	0.285558	0.0264937	0.561019
44.7385	-70.655	0.285428	0.0265018	0.561272
44.7485	-70.6522	0.285298	0.0265101	0.561525
44.7585	-70.6494	0.285168	0.0265184	0.561778
44.7685	-70.6466	0.285039	0.0265267	0.56203
44.7785	-70.6438	0.28491	0.0265351	0.562282
44.7885	-70.641	0.284781	0.0265436	0.562534
44.7985	-70.6381	0.284653	0.0265521	0.562785
44.8085	-70.6353	0.284525	0.0265606	0.563035
44.8185	-70.6324	0.284397	0.0265692	0.563286
44.8285	-70.6295	0.28427	0.0265779	0.563536
44.8385	-70.6266	0.284143	0.0265866	0.563785
44.8485	-70.6237	0.284016	0.0265954	0.564034
44.8585	-70.6208	0.283889	0.0266042	0.564283
44.8685	-70.6179	0.283763	0.026613	0.564531
44.8785	-70.615	0.283637	0.0266219	0.564779
44.8885	-70.612	0.283511	0.0266308	0.565026
44.8985	-70.6091	0.283386	0.0266398	0.565273
44.9085	-70.6061	0.283261	0.0266489	0.56552
44.9185	-70.6031	0.283136	0.026658	0.565766
44.9285	-70.6002	0.283012	0.0266671	0.566012
44.9385	-70.5972	0.282888	0.0266763	0.566258
44.9485	-70.5942	0.282764	0.0266855	0.566503
44.9585	-70.5911	0.282641	0.0266947	0.566747
