t	V	n	m	h
44.9685	-70.5881	0.282518	0.0267041	0.566992
44.9785	-70.5851	0.282395	0.0267134	0.567235
44.9885	-70.582	0.282272	0.0267228	0.567479
44.9985	-70.579	0.28215	0.0267322	0.567722
45.0085	-70.5759	0.282028	0.0267417	0.567964
45.0185	-70.5728	0.281906	0.0267512	0.568207
45.0285	-70.5698	0.281785	0.0267608	0.568449
45.0384	-70.5667	0.281664	0.0267704	0.56869
45.0484	-70.5636	0.281543	0.0267801	0.568931
45.0584	-70.5605	0.281423	0.0267897	0.569172
45.0684	-70.5573	0.281303	0.0267995	0.569412
45.0784	-70.5542	0.281183	0.0268092	0.569652
45.0884	-70.5511	0.281064	0.026819	0.569891
45.0984	-70.5479	0.280944	0.0268289	0.57013
45.1084	-70.5448	0.280825	0.0268388	0.570369
45.1184	-70.5416	0.280707	0.0268487	0.570607
45.1284	-70.5385	0.280589	0.0268586	0.570845
45.1384	-70.5353	0.28047	0.0268686	0.571083
45.1484	-70.5321	0.280353	0.0268786	0.57132
45.1584	-70.5289	0.280235	0.0268887	0.571556
45.1684	-70.5257	0.280118	0.0268988	0.571793
45.1784	-70.5225	0.280001	0.0269089	0.572028
45.1884	-70.5193	0.279885	0.0269191	0.572264
45.1984	-70.5161	0.279769	0.0269293	0.572499
45.2084	-70.5128	0.279653	0.0269396	0.572734
45.2184	-70.5096	0.279537	0.0269498	0.572968
45.2284	-70.5063	0.279422	0.0269602	0.573202
45.2384	-70.5031	0.279307	0.0269705	0.573435
45.2484	-70.4998	0.279192	0.0269809	0.573668
45.2584	-70.4966	0.279078	0.0269913	0.573901
45.2684	-70.4933	0.278963	0.0270017	0.574133
45.2784	-70.49	0.27885	0.0270122	0.574365
45.2884	-70.4867	0.278736	0.0270227	0.574597
45.2984	-70.4834	0.278623	0.0270332	0.574828
45.3084	-70.4801	0.27851	0.0270438	0.575059
45.3184	-70.4768	0.278397	0.0270544	0.575289
45.3284	-70.4735	0.278285	0.027065	0.575519
45.3384	-70.4702	0.278173	0.0270757	0.575749
45.3484	-70.4669	0.278061	0.0270864	0.575978
45.3584	-70.4636	0.277949	0.0270971	0.576207
45.3684	-70.4602	0.277838	0.0271079	0.576435
45.3784	-70.4569	0.277727	0.0271187	0.576663
45.3884	-70.4535	0.277616	0.0271295	0.576891
45.3984	-70.4502	0.277506	0.0271403	0.577118
45.4084	-70.4468	0.277396	0.0271512	0.577345
45.4184	-70.4435	0.277286	0.0271621	0.577571
45.4284	-70.4401	0.277177	0.027173	0.577797
45.4384	-70.4367	0.277068	0.0271839	0.578023
45.4484	-70.4333	0.276959	0.0271949	0.578248
45.4584	-70.43	0.27685	0.0272059	0.578473
45.4684	-70.4266	0.276742	0.0272169	0.578697
45.4784	-70.4232	0.276634	0.027228	0.578921
45.4884	-70.4198	0.276526	0.0272391	0.579145
45.4984	-70.4164	0.276418	0.0272502	0.579368
45.5084	-70.413	0.276311	0.0272613	0.579591
45.5184	-70.4096	0.276204	0.0272725	0.579814
45.5284	-70.4062	0.276098	0.0272836	0.580036
45.5384	-70.4027	0.275991	0.0272949	0.580258
45.5484	-70.3993	0.275885	0.0273061	0.580479
45.5584	-70.3959	0.27578	0.0273173	0.5807
45.5684	-70.3924	0.275674	0.0273286	0.580921
45.5784	-70.389	0.275569	0.0273399	0.581141
45.5884	-70.3856	0.275464	0.0273512	0.581361
45.5984	-70.3821	0.275359	0.0273626	0.58158
45.6084	-70.3787	0.275255	0.027374	0.581799
45.6184	-70.3752	0.275151	0.0273853	0.582018
45.6283	-70.3718	0.275047	0.0273968	0.582236
45.6383	-70.3683	0.274943	0.0274082	0.582454
45.6483	-70.3648	0.27484	0.0274196	0.582672
45.6583	-70.3614	0.274737	0.0274311	0.582889
45.6683	-70.3579	0.274635	0.0274426	0.583106
45.6783	-70.3544	0.274532	0.0274541	0.583322
45.6883	-70.351	0.27443	0.0274657	0.583538
45.6983	-70.3475	0.274328	0.0274772	0.583754
45.7083	-70.344	0.274227	0.0274888	0.583969
45.7183	-70.3405	0.274125	0.0275004	0.584184
45.7283	-70.337	0.274024	0.027512	0.584399
45.7383	-70.3335	0.273923	0.0275237	0.584613
45.7483	-70.33	0.273823	0.0275353	0.584826
45.7583	-70.3265	0.273723	0.027547	0.58504
45.7683	-70.323	0.273623	0.0275587	0.585253
45.7783	-70.3195	0.273523	0.0275704	0.585465
45.7883	-70.316	0.273424	0.0275821	0.585678
45.7983	-70.3125	0.273325	0.0275939	0.585889
45.8083	-70.309	0.273226	0.0276057	0.586101
45.8183	-70.3055	0.273127	0.0276174	0.586312
45.8283	-70.302	0.273029	0.0276292	0.586523
45.8383	-70.2984	0.272931	0.0276411	0.586733
45.8483	-70.2949	0.272833	0.0276529	0.586943
45.8583	-70.2914	0.272736	0.0276648	0.587153
45.8683	-70.2879	0.272639	0.0276766	0.587362
45.8783	-70.2844	0.272542	0.0276885	0.587571
45.8883	-70.2808	0.272445	0.0277004	0.587779
45.8983	-70.2773	0.272349	0.0277123	0.587987
45.9083	-70.2738	0.272252	0.0277242	0.588195
45.9183	-70.2702	0.272157	0.0277362	0.588402
45.9283	-70.2667	0.272061	0.0277482	0.588609
45.9383	-70.2631	0.271966	0.0277601	0.588816
45.9483	-70.2596	0.27187	0.0277721	0.589022
45.9583	-70.2561	0.271776	0.0277841	0.589228
45.9683	-70.2525	0.271681	0.0277961	0.589433
45.9783	-70.249	0.271587	0.0278082	0.589639
45.9883	-70.2454	0.271493	0.0278202	0.589843
45.9983	-70.2419	0.271399	0.0278323	0.590048
46.0083	-70.2383	0.271306	0.0278443	0.590252
46.0183	-70.2348	0.271212	0.0278564	0.590455
46.0283	-70.2312	0.271119	0.0278685	0.590659
46.0383	-70.2277	0.271027	0.0278806	0.590861
46.0483	-70.2241	0.270934	0.0278928	0.591064
46.0583	-70.2206	0.270842	0.0279049	0.591266
46.0683	-70.217	0.27075	0.027917	0.591468
46.0783	-70.2135	0.270658	0.0279292	0.591669
46.0883	-70.2099	0.270567	0.0279414	0.591871
46.0983	-70.2064	0.270476	0.0279536	0.592071
46.1083	-70.2028	0.270385	0.0279657	0.592272
46.1183	-70.1992	0.270294	0.0279779	0.592472
46.1283	-70.1957	0.270204	0.0279902	0.592671
46.1383	-70.1921	0.270114	0.0280024	0.59287
46.1483	-70.1885	0.270024	0.0280146	0.593069
46.1583	-70.185	0.269935	0.0280269	0.593268
46.1683	-70.1814	0.269845	0.0280391	0.593466
46.1783	-70.1779	0.269756	0.0280514	0.593664
46.1883	-70.1743	0.269667	0.0280637	0.593861
46.1983	-70.1707	0.269579	0.028076	0.594059
46.2083	-70.1672	0.26949	0.0280882	0.594255
46.2183	-70.1636	0.269402	0.0281006	0.594452
46.2282	-70.16	0.269314	0.0281129	0.594648
46.2382	-70.1565	0.269227	0.0281252	0.594843
46.2482	-70.1529	0.26914	0.0281375	0.595038
46.2582	-70.1494	0.269053	0.0281499	0.595233
46.2682	-70.1458	0.268966	0.0281622	0.595428
46.2782	-70.1422	0.268879	0.0281746	0.595622
46.2882	-70.1387	0.268793	0.0281869	0.595816
46.2982	-70.1351	0.268707	0.0281993	0.596009
46.3082	-70.1315	0.268621	0.0282117	0.596203
46.3182	-70.128	0.268535	0.028224	0.596395
46.3282	-70.1244	0.26845	0.0282364	0.596588
46.3382	-70.1208	0.268365	0.0282488	0.59678
46.3482	-70.1173	0.26828	0.0282612	0.596972
46.3582	-70.1137	0.268196	0.0282737	0.597163
46.3682	-70.1102	0.268111	0.0282861	0.597354
46.3782	-70.1066	0.268027	0.0282985	0.597545
46.3882	-70.103	0.267944	0.0283109	0.597735
46.3982	-70.0995	0.26786	0.0283234	0.597925
46.4082	-70.0959	0.267777	0.0283358	0.598115
46.4182	-70.0923	0.267694	0.0283483	0.598304
46.4282	-70.0888	0.267611	0.0283607	0.598493
46.4382	-70.0852	0.267528	0.0283732	0.598681
46.4482	-70.0817	0.267446	0.0283857	0.59887
46.4582	-70.0781	0.267364	0.0283981	0.599057
46.4682	-70.0746	0.267282	0.0284106	0.599245
46.4782	-70.071	0.2672	0.0284231	0.599432
46.4882	-70.0674	0.267119	0.0284356	0.599619
46.4982	-70.0639	0.267038	0.0284481	0.599805
46.5082	-70.0603	0.266957	0.0284606	0.599992
46.5182	-70.0568	0.266876	0.0284731	0.600177
46.5282	-70.0532	0.266796	0.0284856	0.600363
46.5382	-70.0497	0.266715	0.0284981	0.600548
46.5482	-70.0461	0.266635	0.0285106	0.600733
46.5582	-70.0426	0.266556	0.0285231	0.600917
46.5682	-70.039	0.266476	0.0285357	0.601101
46.5782	-70.0355	0.266397	0.0285482	0.601285
46.5882	-70.0319	0.266318	0.0285607	0.601468
46.5982	-70.0284	0.266239	0.0285733	0.601651
46.6082	-70.0248	0.266161	0.0285858	0.601834
46.6182	-70.0213	0.266082	0.0285983	0.602016
46.6282	-70.0178	0.266004	0.0286109	0.602198
46.6382	-70.0142	0.265926	0.0286234	0.60238
46.6482	-70.0107	0.265849	0.028636	0.602561
46.6582	-70.0072	0.265771	0.0286485	0.602742
46.6682	-70.0036	0.265694	0.0286611	0.602923
46.6782	-70.0001	0.265617	0.0286737	0.603103
46.6882	-69.9966	0.265541	0.0286862	0.603283
46.6982	-69.993	0.265464	0.0286988	0.603463
46.7082	-69.9895	0.265388	0.0287113	0.603642
46.7182	-69.986	0.265312	0.0287239	0.603821
46.7282	-69.9825	0.265236	0.0287365	0.603999
46.7382	-69.9789	0.265161	0.028749	0.604178
46.7482	-69.9754	0.265086	0.0287616	0.604356
46.7582	-69.9719	0.265011	0.0287742	0.604533
46.7682	-69.9684	0.264936	0.0287867	0.604711
46.7782	-69.9649	0.264861	0.0287993	0.604887
46.7882	-69.9613	0.264787	0.0288119	0.605064
46.7982	-69.9578	0.264713	0.0288245	0.60524
46.8082	-69.9543	0.264639	0.028837	0.605416
46.8181	-69.9508	0.264565	0.0288496	0.605592
46.8281	-69.9473	0.264491	0.0288622	0.605767
46.8381	-69.9438	0.264418	0.0288748	0.605942
46.8481	-69.9403	0.264345	0.0288873	0.606117
46.8581	-69.9368	0.264272	0.0288999	0.606291
46.8681	-69.9333	0.2642	0.0289125	0.606465
46.8781	-69.9298	0.264127	0.0289251	0.606639
46.8881	-69.9263	0.264055	0.0289376	0.606812
46.8981	-69.9228	0.263983	0.0289502	0.606985
46.9081	-69.9193	0.263912	0.0289628	0.607157
46.9181	-69.9158	0.26384	0.0289753	0.60733
46.9281	-69.9124	0.263769	0.0289879	0.607502
46.9381	-69.9089	0.263698	0.0290005	0.607673
46.9481	-69.9054	0.263627	0.029013	0.607845
46.9581	-69.9019	0.263557	0.0290256	0.608016
46.9681	-69.8984	0.263486	0.0290382	0.608186
46.9781	-69.895	0.263416	0.0290507	0.608357
46.9881	-69.8915	0.263346	0.0290633	0.608527
46.9981	-69.888	0.263277	0.0290759	0.608696
47.0081	-69.8846	0.263207	0.0290884	0.608866
47.0181	-69.8811	0.263138	0.029101	0.609035
47.0281	-69.8776	0.263069	0.0291135	0.609204
47.0381	-69.8742	0.263	0.0291261	0.609372
47.0481	-69.8707	0.262931	0.0291386	0.60954
47.0581	-69.8673	0.262863	0.0291512	0.609708
47.0681	-69.8638	0.262795	0.0291637	0.609875
47.0781	-69.8604	0.262727	0.0291763	0.610042
47.0881	-69.8569	0.262659	0.0291888	0.610209
47.0981	-69.8535	0.262591	0.0292014	0.610376
47.1081	-69.85	0.262524	0.0292139	0.610542
47.1181	-69.8466	0.262457	0.0292264	0.610708
47.1281	-69.8432	0.26239	0.029239	0.610873
47.1381	-69.8397	0.262323	0.0292515	0.611038
47.1481	-69.8363	0.262257	0.029264	0.611203
47.1581	-69.8329	0.26219	0.0292765	0.611368
47.1681	-69.8295	0.262124	0.029289	0.611532
47.1781	-69.826	0.262059	0.0293015	0.611696
47.1881	-69.8226	0.261993	0.0293141	0.61186
47.1981	-69.8192	0.261927	0.0293266	0.612023
47.2081	-69.8158	0.261862	0.0293391	0.612186
47.2181	-69.8124	0.261797	0.0293516	0.612349
47.2281	-69.809	0.261732	0.029364	0.612511
47.2381	-69.8056	0.261668	0.0293765	0.612673
47.2481	-69.8022	0.261603	0.029389	0.612835
47.2581	-69.7988	0.261539	0.0294015	0.612997
47.2681	-69.7954	0.261475	0.029414	0.613158
47.2781	-69.792	0.261411	0.0294264	0.613318
47.2881	-69.7886	0.261348	0.0294389	0.613479
47.2981	-69.7852	0.261284	0.0294514	0.613639
47.3081	-69.7818	0.261221	0.0294638	0.613799
47.3181	-69.7785	0.261158	0.0294763	0.613959
47.3281	-69.7751	0.261095	0.0294887	0.614118
47.3381	-69.7717	0.261033	0.0295012	0.614277
47.3481	-69.7683	0.26097	0.0295136	0.614436
47.3581	-69.765	0.260908	0.029526	0.614594
47.3681	-69.7616	0.260846	0.0295385	0.614752
47.3781	-69.7583	0.260784	0.0295509	0.61491
47.3881	-69.7549	0.260723	0.0295633	0.615067
47.3981	-69.7515	0.260662	0.0295757	0.615224
47.4081	-69.7482	0.2606	0.0295881	0.615381
47.418	-69.7449	0.260539	0.0296005	0.615538
47.428	-69.7415	0.260479	0.0296129	0.615694
47.438	-69.7382	0.260418	0.0296253	0.61585
47.448	-69.7348	0.260358	0.0296377	0.616005
47.458	-69.7315	0.260297	0.02965	0.616161
47.468	-69.7282	0.260237	0.0296624	0.616316
47.478	-69.7248	0.260178	0.0296748	0.616471
47.488	-69.7215	0.260118	0.0296871	0.616625
47.498	-69.7182	0.260059	0.0296995	0.616779
47.508	-69.7149	0.259999	0.0297118	0.616933
47.518	-69.7116	0.25994	0.0297241	0.617086
47.528	-69.7083	0.259882	0.0297365	0.61724
47.538	-69.705	0.259823	0.0297488	0.617393
47.548	-69.7017	0.259765	0.0297611	0.617545
47.558	-69.6984	0.259706	0.0297734	0.617698
47.568	-69.6951	0.259648	0.0297857	0.61785
47.578	-69.6918	0.25959	0.029798	0.618001
47.588	-69.6885	0.259533	0.0298103	0.618153
47.598	-69.6852	0.259475	0.0298226	0.618304
47.608	-69.6819	0.259418	0.0298348	0.618455
47.618	-69.6787	0.259361	0.0298471	0.618605
47.628	-69.6754	0.259304	0.0298594	0.618756
47.638	-69.6721	0.259247	0.0298716	0.618906
47.648	-69.6689	0.259191	0.0298838	0.619055
47.658	-69.6656	0.259134	0.0298961	0.619205
47.668	-69.6623	0.259078	0.0299083	0.619354
47.678	-69.6591	0.259022	0.0299205	0.619503
47.688	-69.6558	0.258966	0.0299327	0.619651
47.698	-69.6526	0.258911	0.0299449	0.619799
47.708	-69.6493	0.258855	0.0299571	0.619947
47.718	-69.6461	0.2588	0.0299693	0.620095
47.728	-69.6429	0.258745	0.0299815	0.620242
47.738	-69.6396	0.25869	0.0299937	0.62039
47.748	-69.6364	0.258636	0.0300058	0.620536
47.758	-69.6332	0.258581	0.030018	0.620683
47.768	-69.63	0.258527	0.0300301	0.620829
47.778	-69.6267	0.258473	0.0300423	0.620975
47.788	-69.6235	0.258419	0.0300544	0.621121
47.798	-69.6203	0.258365	0.0300665	0.621266
47.808	-69.6171	0.258311	0.0300786	0.621411
47.818	-69.6139	0.258258	0.0300907	0.621556
47.828	-69.6107	0.258205	0.0301028	0.6217
47.838	-69.6075	0.258152	0.0301149	0.621845
47.848	-69.6043	0.258099	0.030127	0.621988
47.858	-69.6012	0.258046	0.030139	0.622132
47.868	-69.598	0.257994	0.0301511	0.622275
47.878	-69.5948	0.257941	0.0301631	0.622419
47.888	-69.5916	0.257889	0.0301752	0.622561
47.898	-69.5885	0.257837	0.0301872	0.622704
47.908	-69.5853	0.257785	0.0301992	0.622846
47.918	-69.5821	0.257734	0.0302112	0.622988
47.928	-69.579	0.257682	0.0302232	0.62313
47.938	-69.5758	0.257631	0.0302352	0.623271
47.948	-69.5727	0.25758	0.0302472	0.623412
47.958	-69.5695	0.257529	0.0302592	0.623553
47.968	-69.5664	0.257478	0.0302711	0.623694
47.978	-69.5632	0.257428	0.0302831	0.623834
47.988	-69.5601	0.257377	0.030295	0.623974
47.998	-69.557	0.257327	0.0303069	0.624114
48.0079	-69.5539	0.257277	0.0303189	0.624253
48.0179	-69.5507	0.257227	0.0303308	0.624393
48.0279	-69.5476	0.257178	0.0303427	0.624532
48.0379	-69.5445	0.257128	0.0303546	0.62467
48.0479	-69.5414	0.257079	0.0303664	0.624809
48.0579	-69.5383	0.25703	0.0303783	0.624947
48.0679	-69.5352	0.256981	0.0303902	0.625085
48.0779	-69.5321	0.256932	0.030402	0.625222
48.0879	-69.529	0.256883	0.0304138	0.625359
48.0979	-69.5259	0.256835	0.0304257	0.625496
48.1079	-69.5229	0.256786	0.0304375	0.625633
48.1179	-69.5198	0.256738	0.0304493	0.62577
48.1279	-69.5167	0.25669	0.0304611	0.625906
48.1379	-69.5136	0.256642	0.0304729	0.626042
48.1479	-69.5106	0.256595	0.0304846	0.626177
48.1579	-69.5075	0.256547	0.0304964	0.626313
48.1679	-69.5044	0.2565	0.0305081	0.626448
48.1779	-69.5014	0.256453	0.0305199	0.626583
48.1879	-69.4983	0.256406	0.0305316	0.626717
48.1979	-69.4953	0.256359	0.0305433	0.626852
48.2079	-69.4923	0.256312	0.030555	0.626986
48.2179	-69.4892	0.256266	0.0305667	0.62712
48.2279	-69.4862	0.256219	0.0305784	0.627253
48.2379	-69.4832	0.256173	0.0305901	0.627386
48.2479	-69.4801	0.256127	0.0306018	0.627519
48.2579	-69.4771	0.256081	0.0306134	0.627652
48.2679	-69.4741	0.256036	0.030625	0.627785
48.2779	-69.4711	0.25599	0.0306367	0.627917
48.2879	-69.4681	0.255945	0.0306483	0.628049
48.2979	-69.4651	0.255899	0.0306599	0.628181
48.3079	-69.4621	0.255854	0.0306715	0.628312
48.3179	-69.4591	0.25581	0.0306831	0.628443
48.3279	-69.4561	0.255765	0.0306946	0.628574
48.3379	-69.4531	0.25572	0.0307062	0.628705
48.3479	-69.4501	0.255676	0.0307177	0.628835
48.3579	-69.4472	0.255632	0.0307293	0.628965
48.3679	-69.4442	0.255588	0.0307408	0.629095
48.3779	-69.4412	0.255544	0.0307523	0.629225
48.3879	-69.4383	0.2555	0.0307638	0.629354
48.3979	-69.4353	0.255456	0.0307753	0.629483
48.4079	-69.4324	0.255413	0.0307868	0.629612
48.4179	-69.4294	0.255369	0.0307982	0.629741
48.4279	-69.4265	0.255326	0.0308097	0.629869
48.4379	-69.4235	0.255283	0.0308211	0.629997
48.4479	-69.4206	0.25524	0.0308326	0.630125
48.4579	-69.4177	0.255198	0.030844	0.630253
48.4679	-69.4147	0.255155	0.0308554	0.63038
48.4779	-69.4118	0.255113	0.0308668	0.630507
48.4879	-69.4089	0.255071	0.0308781	0.630634
48.4979	-69.406	0.255029	0.0308895	0.63076
48.5079	-69.4031	0.254987	0.0309008	0.630887
48.5179	-69.4002	0.254945	0.0309122	0.631013
48.5279	-69.3973	0.254903	0.0309235	0.631139
48.5379	-69.3944	0.254862	0.0309348	0.631264
48.5479	-69.3915	0.254821	0.0309461	0.631389
48.5579	-69.3886	0.254779	0.0309574	0.631514
48.5679	-69.3857	0.254738	0.0309687	0.631639
48.5779	-69.3829	0.254698	0.0309799	0.631764
48.5879	-69.38	0.254657	0.0309912	0.631888
48.5979	-69.3771	0.254616	0.0310024	0.632012
48.6078	-69.3743	0.254576	0.0310137	0.632136
48.6178	-69.3714	0.254536	0.0310249	0.63226
48.6278	-69.3685	0.254496	0.0310361	0.632383
48.6378	-69.3657	0.254456	0.0310472	0.632506
48.6478	-69.3628	0.254416	0.0310584	0.632629
48.6578	-69.36	0.254376	0.0310696	0.632751
48.6678	-69.3572	0.254337	0.0310807	0.632874
48.6778	-69.3543	0.254297	0.0310919	0.632996
48.6878	-69.3515	0.254258	0.031103	0.633118
48.6978	-69.3487	0.254219	0.0311141	0.633239
48.7078	-69.3459	0.25418	0.0311252	0.633361
48.7178	-69.343	0.254141	0.0311363	0.633482
48.7278	-69.3402	0.254102	0.0311473	0.633603
48.7378	-69.3374	0.254064	0.0311584	0.633723
48.7478	-69.3346	0.254026	0.0311694	0.633844
48.7578	-69.3318	0.253987	0.0311804	0.633964
48.7678	-69.329	0.253949	0.0311915	0.634084
48.7778	-69.3263	0.253911	0.0312025	0.634203
48.7878	-69.3235	0.253874	0.0312134	0.634323
48.7978	-69.3207	0.253836	0.0312244	0.634442
48.8078	-69.3179	0.253798	0.0312354	0.634561
48.8178	-69.3152	0.253761	0.0312463	0.63468
48.8278	-69.3124	0.253724	0.0312572	0.634798
48.8378	-69.3096	0.253687	0.0312682	0.634917
48.8478	-69.3069	0.25365	0.0312791	0.635035
48.8578	-69.3041	0.253613	0.03129	0.635152
48.8678	-69.3014	0.253576	0.0313008	0.63527
48.8778	-69.2987	0.25354	0.0313117	0.635387
48.8878	-69.2959	0.253503	0.0313225	0.635504
48.8978	-69.2932	0.253467	0.0313334	0.635621
48.9078	-69.2905	0.253431	0.0313442	0.635738
48.9178	-69.2877	0.253395	0.031355	0.635854
48.9278	-69.285	0.253359	0.0313658	0.63597
48.9378	-69.2823	0.253323	0.0313766	0.636086
48.9478	-69.2796	0.253288	0.0313873	0.636202
48.9578	-69.2769	0.253252	0.0313981	0.636317
48.9678	-69.2742	0.253217	0.0314088	0.636432
48.9778	-69.2715	0.253182	0.0314195	0.636547
48.9878	-69.2688	0.253147	0.0314302	0.636662
48.9978	-69.2661	0.253112	0.0314409	0.636777
49.0078	-69.2635	0.253077	0.0314516	0.636891
49.0178	-69.2608	0.253043	0.0314623	0.637005
49.0278	-69.2581	0.253008	0.0314729	0.637119
49.0378	-69.2555	0.252974	0.0314836	0.637232
49.0478	-69.2528	0.252939	0.0314942	0.637346
49.0578	-69.2501	0.252905	0.0315048	0.637459
49.0678	-69.2475	0.252871	0.0315154	0.637572
49.0778	-69.2448	0.252838	0.031526	0.637685
49.0878	-69.2422	0.252804	0.0315365	0.637797
49.0978	-69.2396	0.25277	0.0315471	0.637909
49.1078	-69.2369	0.252737	0.0315576	0.638021
49.1178	-69.2343	0.252703	0.0315681	0.638133
49.1278	-69.2317	0.25267	0.0315786	0.638245
49.1378	-69.2291	0.252637	0.0315891	0.638356
49.1478	-69.2264	0.252604	0.0315996	0.638467
49.1578	-69.2238	0.252571	0.0316101	0.638578
49.1678	-69.2212	0.252539	0.0316205	0.638689
49.1778	-69.2186	0.252506	0.0316309	0.638799
49.1878	-69.216	0.252474	0.0316413	0.638909
49.1978	-69.2134	0.252442	0.0316517	0.639019
49.2077	-69.2109	0.252409	0.0316621	0.639129
49.2177	-69.2083	0.252377	0.0316725	0.639239
49.2277	-69.2057	0.252345	0.0316829	0.639348
49.2377	-69.2031	0.252314	0.0316932	0.639457
49.2477	-69.2006	0.252282	0.0317035	0.639566
49.2577	-69.198	0.25225	0.0317138	0.639675
49.2677	-69.1954	0.252219	0.0317241	0.639783
49.2777	-69.1929	0.252188	0.0317344	0.639892
49.2877	-69.1903	0.252157	0.0317447	0.64
49.2977	-69.1878	0.252125	0.031755	0.640108
49.3077	-69.1852	0.252095	0.0317652	0.640215
49.3177	-69.1827	0.252064	0.0317754	0.640323
49.3277	-69.1802	0.252033	0.0317856	0.64043
49.3377	-69.1777	0.252003	0.0317958	0.640537
49.3477	-69.1751	0.251972	0.031806	0.640643
49.3577	-69.1726	0.251942	0.0318162	0.64075
49.3677	-69.1701	0.251912	0.0318263	0.640856
49.3777	-69.1676	0.251882	0.0318364	0.640962
49.3877	-69.1651	0.251852	0.0318466	0.641068
49.3977	-69.1626	0.251822	0.0318567	0.641174
49.4077	-69.1601	0.251792	0.0318667	0.641279
49.4177	-69.1576	0.251762	0.0318768	0.641385
49.4277	-69.1551	0.251733	0.0318869	0.64149
49.4377	-69.1527	0.251704	0.0318969	0.641594
49.4477	-69.1502	0.251674	0.031907	0.641699
49.4577	-69.1477	0.251645	0.031917	0.641803
49.4677	-69.1452	0.251616	0.031927	0.641908
49.4777	-69.1428	0.251587	0.0319369	0.642012
49.4877	-69.1403	0.251559	0.0319469	0.642115
49.4977	-69.1379	0.25153	0.0319569	0.642219
49.5077	-69.1354	0.251501	0.0319668	0.642322
49.5177	-69.133	0.251473	0.0319767	0.642426
49.5277	-69.1306	0.251445	0.0319866	0.642528
49.5377	-69.1281	0.251417	0.0319965	0.642631
49.5477	-69.1257	0.251388	0.0320064	0.642734
49.5577	-69.1233	0.251361	0.0320163	0.642836
49.5677	-69.1209	0.251333	0.0320261	0.642938
49.5777	-69.1184	0.251305	0.0320359	0.64304
49.5877	-69.116	0.251277	0.0320457	0.643142
49.5977	-69.1136	0.25125	0.0320555	0.643243
49.6077	-69.1112	0.251222	0.0320653	0.643345
49.6177	-69.1088	0.251195	0.0320751	0.643446
49.6277	-69.1065	0.251168	0.0320848	0.643547
49.6377	-69.1041	0.251141	0.0320946	0.643647
49.6477	-69.1017	0.251114	0.0321043	0.643748
49.6577	-69.0993	0.251087	0.032114	0.643848
49.6677	-69.0969	0.251061	0.0321237	0.643948
49.6777	-69.0946	0.251034	0.0321334	0.644048
49.6877	-69.0922	0.251007	0.032143	0.644148
49.6977	-69.0899	0.250981	0.0321527	0.644247
49.7077	-69.0875	0.250955	0.0321623	0.644346
49.7177	-69.0852	0.250929	0.0321719	0.644445
49.7277	-69.0828	0.250903	0.0321815	0.644544
49.7377	-69.0805	0.250877	0.0321911	0.644643
49.7477	-69.0781	0.250851	0.0322006	0.644741
49.7577	-69.0758	0.250825	0.0322102	0.64484
49.7677	-69.0735	0.250799	0.0322197	0.644938
49.7777	-69.0712	0.250774	0.0322292	0.645036
49.7877	-69.0688	0.250749	0.0322387	0.645133
49.7976	-69.0665	0.250723	0.0322482	0.645231
49.8076	-69.0642	0.250698	0.0322577	0.645328
49.8176	-69.0619	0.250673	0.0322671	0.645425
49.8276	-69.0596	0.250648	0.0322766	0.645522
49.8376	-69.0573	0.250623	0.032286	0.645619
49.8476	-69.055	0.250598	0.0322954	0.645715
